Canal,Cadena,MEDIA ,ID ,Datos ,Categoria,Marca,Submarca,UPC,Descripcion,Jan-19
Departamentales,Sears,,48444746,Desp $,Cocina,H2O MOP,H2O X5 Lite,830809004134,H2O X5 Lite," 12,063 "
Departamentales,Sears,,59983349,Desp $,Cocina,FLAVOR STONE,INDIVIDUALES,7415873042966,"SARTEN 20"" FLAVORSTONE AZUL"," 12,233 "
Departamentales,Sears,,59983367,Desp $,Cocina,FLAVOR STONE,INDIVIDUALES,7415873043024,"SARTEN 24"" FLAVORSTONE AZUL"," 15,397 "
Departamentales,Sears,,59983385,Desp $,Cocina,FLAVOR STONE,INDIVIDUALES,7415873043192,"SARTEN 28"" FLAVORSTONE AZUL"," 10,975 "
Departamentales,Sears,,42990327,Desp $,Cocina,FLAVOR STONE,FLAVOR STONE ROJO MANGO REMOVIBLE TAPA CON TERMOMETRO,830809004264,FLAVOR STONE ROJO MANGO REMOVIBLE TAPA CON TERMOMETRO," 11,764 "
Departamentales,Sears,,0,Desp $,Cocina,FLAVOR STONE,FlavorStone Master Set Dark,830809003885,FlavorStone Master Set Dark, - 
Departamentales,Sears,,0,Desp $,Cocina,FLAVOR STONE,FLAVOR STONE MASTER SET POP BLUE ,830809004943,FLAVOR STONE MASTER SET POP BLUE , - 
Departamentales,Sears,,42496264,Desp $,Cocina,FLAVOR STONE,INDIVIDUALES,830809006022,SARTEN PARA ASAR FLAVORSTONE AZUL, - 
Departamentales,Sears,,45267238,Desp $,Cocina,FLAVOR STONE,FlavorStone Set de Sartenes de 20 y 28 CM,0830809003052,FlavorStone Set de Sartenes de 20 y 28 CM," 5,153 "
Departamentales,Sears,,46743042,Desp $,Cocina,FLAVOR STONE,"FLAVORSTONE SET DE SARTENES DE20, 24 Y 2",0830809004318,"FLAVORSTONE SET DE SARTENES DE20, 24 Y 2"," 65,873 "
Departamentales,Sears,,45267256,Desp $,Cocina,FLAVOR STONE,JUEGO DE CUCHILLOS ROJO FLAVORSTONE CON BASE DE MADERA,830809004479,JUEGO DE CUCHILLOS ROJO FLAVORSTONE CON BASE DE MADERA, - 
Departamentales,Sears,,47363059,Desp $,Cocina,FLAVOR STONE,JUEGO DE CUCHILLOS FLAVORSTONE AZUL CON BASE DE MADERA,0830809003694,JUEGO DE CUCHILLOS FLAVORSTONE AZUL CON BASE DE MADERA, - 
Departamentales,Sears,,0,Desp $,Cocina,FLAVOR STONE,Juego de Ollas de Presión FlavorStone 3L & 7 L,830809005230,Juego de Ollas de Presión FlavorStone 3L & 7 L, - 
Departamentales,Sears,,46951880,Desp $,Cocina,FLAVOR STONE,JUEGO DE CUCHILLOS,830809002956,JUEGO DE CUCHILLOS FLAVOR STONE  AZULES, - 
Departamentales,Sears,,0,Desp $,Hogar,H2O MOP,H2O MOP X5,830809002529,H2O MOP X5, - 
Departamentales,Sears,,42844922,Desp $,Cocina,FLAVOR STONE,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE),830809003878,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE)," 50,977 "
Departamentales,Sears,,37838074,Desp $,Cocina,FLAVOR STONE,FLAVOR STONE GRANDE SYSTEM AZUL CON MANGO REMOVIBLE TAPA CON TERM,830809003007,FLAVOR STONE GRANDE SYSTEM AZUL CON MANGO REMOVIBLE TAPA CON TERM," 55,462 "
Departamentales,Sears,,45235996,Desp $,Cocina,FLAVOR STONE,FLAVOR STONE GRANDE SYSTEM SET  RED MANGO REMOVIBLE Y TAPA CON TERMOM,830809004509,FLAVOR STONE GRANDE SYSTEM SET  RED MANGO REMOVIBLE Y TAPA CON TERMOM," 37,815 "
Departamentales,Sears,,0,Desp $,Cocina,FLAVOR STONE,FLAVOR STONE GRANDE SYSTEM AZUL CON MANGO REMOVIBLE TAPA CON TERM,830809003007,FLAVOR STONE GRANDE SYSTEM AZUL CON MANGO REMOVIBLE TAPA CON TERM, - 
Departamentales,Sears,,0,Desp $,Cocina,FLAVOR STONE,FLAVOR STONE ROJO MANGO REMOVIBLE TAPA CON TERMOMETRO,830809004264,FLAVOR STONE ROJO MANGO REMOVIBLE TAPA CON TERMOMETRO, - 
Departamentales,Sears,,0,Desp $,Cocina,FLAVOR STONE,FlavorStone Master Set Dark,830809003885,FlavorStone Master Set Dark, - 
Departamentales,Sears,,0,Desp $,Cocina,FLAVOR STONE,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE),830809003878,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE), - 
Departamentales,Sears,,0,Desp $,Cocina,Slice-A-Roo,Slice-A-Roo,080313092671,Slice-A-Roo Blanco, - 
Departamentales,Sears,,48726183,Desp $,Hogar,H2O MOP,X5 VAC ,830809004141,X5 VAC , - 
Departamentales,Sears,,0,Inv U,Cocina,FLAVOR STONE,TAPA DE  VIDRIO FLAVOR STONE DE 24C,830809002659,TAPA DE  VIDRIO FLAVOR STONE DE 24C, - 
Departamentales,Sears,,2341890,Inv U,Cocina,FLAVOR STONE,BATERIA FLAVORSTONE DIAMOND SMART,830809007951,BATERIA FLAVORSTONE DIAMOND SMART, 287 
Departamentales,Sears,,2341931,Inv U,Cocina,FLAVOR STONE,INDIVIDUALES,830809008286,FLAVORSTONE 20 CM ROSA, 70 
Departamentales,Sears,,2341915,Inv U,Cocina,FLAVOR STONE,INDIVIDUALES,830809008262,FLAVORSTONE 28 CM ROSA, 62 
Departamentales,Sears,,1052589,Inv U,Cocina,FLAVOR STONE,FAMILY SET ROJO FLAVORSTONE,830809007845,FAMILY SET ROJO FLAVORSTONE, 129 
Departamentales,Sears,,1052604,Inv U,Cocina,FLAVOR STONE,FAMILY SET COPPER FLAVORSTONE,830809007852,FAMILY SET COPPER FLAVORSTONE, 101 
Departamentales,Sears,,98259540,Inv U,Cocina,Cerafit,CERAFIT FUSION,830809007395,CERAFIT FUSION, 528 
Departamentales,Sears,,95448734,Inv U,Cocina,VEGGETTI POWER PROCESADOR MULTIPLE,VEGGETTI POWER PROCESADOR MULTIPLE,735541603242,VEGGETTI POWER PROCESADOR MULTIPLE, 210 
Departamentales,Sears,,95448770,Inv U,Cocina,Salad Chef,Salad Chef,787639597315,Salad Chef, 303 
Departamentales,Sears,,90221479,Inv U,Hogar, TOBI, TOBI,830809001898, TOBI, 30 
Departamentales,Sears,,81783371,Inv U,Cocina,FLAVOR STONE,BATERIA FLAVORSTONE GRANDE SYSTEM ROSA,830809007456,BATERIA FLAVORSTONE GRANDE SYSTEM ROSA, - 
Departamentales,Sears,,76855115,Inv U,Cocina,Nicer dicer,Nicer dicer cube,4023012338998,Nicer dicer cube," 1,362 "
Departamentales,Sears,,76853206,Inv U,Cocina,GOTHAM,SARTEN GOTHAM STEEL 24cm,80313099519,SARTEN GOTHAM STEEL 24cm, 78 
Departamentales,Sears,,76853386,Inv U,Cocina,GOTHAM,SARTEN GOTHAM STEEL 28cm,80313099496,SARTEN GOTHAM STEEL 28cm, 36 
Departamentales,Sears,,76853564,Inv U,Cocina,GOTHAM,SARTEN GOTHAM STEEL 32cm,80313099502,SARTEN GOTHAM STEEL 32cm, 33 
Departamentales,Sears,,76854938,Inv U,Cocina,GOTHAM,GOTHAM STEEEL SET 10pzs,830809007418,GOTHAM STEEEL SET 10pzs, 32 
Departamentales,Sears,,76853742,Inv U,Cocina,FLAVOR STONE,GRANDE SYSTEM COOPER,787639597360,GRANDE SYSTEM COOPER, 572 
Departamentales,Sears,,76853911,Inv U,Cocina,FLAVOR STONE,INDIVIDUALES,787639597353,SARTEN INDIVIDUAL COPPER 20cm, 103 
Departamentales,Sears,,76854223,Inv U,Cocina,FLAVOR STONE,INDIVIDUALES,787639597346,SARTEN INDIVIDUAL COPPER 24cm, 263 
Departamentales,Sears,,76854536,Inv U,Cocina,FLAVOR STONE,INDIVIDUALES,787639597339,SARTEN INDIVIDUAL COPPER 28cm, 244 
Departamentales,Sears,,76854812,Inv U,Cocina,FLAVOR STONE,INDIVIDUALES,787639597322,SARTEN GRILL COPPER, 19 
Departamentales,Sears,,77436834,Inv U,Cocina,FLAVOR STONE,FAMILY SET AZUL FLAVORSTONE,830809007111,FAMILY SET AZUL FLAVORSTONE, 329 
Departamentales,Sears,,66932916,Inv U,Cocina,FLAVOR STONE,INDIVIDUALES,830809007050,"SARTEN 20"" FLAVORSTONE ROJO", 142 
Departamentales,Sears,,66947777,Inv U,Cocina,FLAVOR STONE,INDIVIDUALES,830809007043,"SARTEN 24"" FLAVORSTONE ROJO", 478 
Departamentales,Sears,,66932934,Inv U,Cocina,FLAVOR STONE,INDIVIDUALES,830809007036,"SARTEN 28"" FLAVORSTONE ROJO", 451 
Departamentales,Sears,,66932952,Inv U,Cocina,FLAVOR STONE,MASTER SET COPPER,830809006749,MASTER SET COPPER, 15 
Departamentales,Sears,,64294799,Inv U,Cocina,Cerafit,Cerafit Gold Edition,4023012242110,Cerafit Gold Edition, 572 
Departamentales,Sears,,66579193,Inv U,Cocina,Cerafit,CERAFIT MASTER SET,787639597292,CERAFIT MASTER SET, 574 
Departamentales,Sears,,63708352,Inv U,Cocina,FLAVOR STONE,FlavorChef Express,830809006411,FlavorChef Express, - 
Departamentales,Sears,,63290884,Inv U,Cocina,FLAVOR STONE,JGO 3 SARTENES 2824 Y 20 FLAVOR STONE Rojos,830809006435,JGO 3 SARTENES 2824 Y 20 FLAVOR STONE Rojos, 4 
Departamentales,Sears,,63290866,Inv U,Cocina,FLAVOR STONE,JGO 2 SARTENES 20 28 CM FLAVOR STONE Rojos,830809006428,JGO 2 SARTENES 20 28 CM FLAVOR STONE Rojos, 39 
Departamentales,Sears,,63290848,Inv U,Cocina,FLAVOR STONE,FLAVORSTONE MASTERSET ROSA,830809006626,FLAVORSTONE MASTERSET ROSA, 17 
Departamentales,Sears,,60106918,Inv U,Cocina,FLAVOR STONE,FlavorStone InfusionGrill,830809006343,FlavorStone InfusionGrill, - 
Departamentales,Sears,,60048508,Inv U,Cocina,FLAVOR STONE,UTENSILIOS FLAVOR STONE,787639597001,UTENSILIOS FLAVOR STONE, 35 
Departamentales,Sears,,60077914,Inv U,Cocina,FLAVOR STONE,FLAVOR MASTER,830809005957,FLAVORMASTER OLLA COCCION MULTIPLE, - 
Departamentales,Sears,,60045369,Inv U,Cocina,H2O MOP,ACCESORIOS H2O X5,830809005834,ACCESORIOS H2O X5, 14 
Departamentales,Sears,,48444746,Inv U,Cocina,H2O MOP,H2O X5 Lite,830809004134,H2O X5 Lite, 191 
Departamentales,Sears,,59983349,Inv U,Cocina,FLAVOR STONE,INDIVIDUALES,7415873042966,"SARTEN 20"" FLAVORSTONE AZUL", 340 
Departamentales,Sears,,59983367,Inv U,Cocina,FLAVOR STONE,INDIVIDUALES,7415873043024,"SARTEN 24"" FLAVORSTONE AZUL", 429 
Departamentales,Sears,,59983385,Inv U,Cocina,FLAVOR STONE,INDIVIDUALES,7415873043192,"SARTEN 28"" FLAVORSTONE AZUL", 404 
Departamentales,Sears,,42990327,Inv U,Cocina,FLAVOR STONE,FLAVOR STONE ROJO MANGO REMOVIBLE TAPA CON TERMOMETRO,830809004264,FLAVOR STONE ROJO MANGO REMOVIBLE TAPA CON TERMOMETRO, 68 
Departamentales,Sears,,0,Inv U,Cocina,FLAVOR STONE,FlavorStone Master Set Dark,830809003885,FlavorStone Master Set Dark, - 
Departamentales,Sears,,0,Inv U,Cocina,FLAVOR STONE,FLAVOR STONE MASTER SET POP BLUE ,830809004943,FLAVOR STONE MASTER SET POP BLUE , - 
Departamentales,Sears,,42496264,Inv U,Cocina,FLAVOR STONE,INDIVIDUALES,830809006022,SARTEN PARA ASAR FLAVORSTONE AZUL, 15 
Departamentales,Sears,,45267238,Inv U,Cocina,FLAVOR STONE,FlavorStone Set de Sartenes de 20 y 28 CM,0830809003052,FlavorStone Set de Sartenes de 20 y 28 CM, 25 
Departamentales,Sears,,46743042,Inv U,Cocina,FLAVOR STONE,"FLAVORSTONE SET DE SARTENES DE20, 24 Y 2",0830809004318,"FLAVORSTONE SET DE SARTENES DE20, 24 Y 2", 528 
Departamentales,Sears,,45267256,Inv U,Cocina,FLAVOR STONE,JUEGO DE CUCHILLOS ROJO FLAVORSTONE CON BASE DE MADERA,830809004479,JUEGO DE CUCHILLOS ROJO FLAVORSTONE CON BASE DE MADERA, - 
Departamentales,Sears,,47363059,Inv U,Cocina,FLAVOR STONE,JUEGO DE CUCHILLOS FLAVORSTONE AZUL CON BASE DE MADERA,0830809003694,JUEGO DE CUCHILLOS FLAVORSTONE AZUL CON BASE DE MADERA, 1 
Departamentales,Sears,,0,Inv U,Cocina,FLAVOR STONE,Juego de Ollas de Presión FlavorStone 3L & 7 L,830809005230,Juego de Ollas de Presión FlavorStone 3L & 7 L, - 
Departamentales,Sears,,46951880,Inv U,Cocina,FLAVOR STONE,JUEGO DE CUCHILLOS,830809002956,JUEGO DE CUCHILLOS FLAVOR STONE  AZULES, 19 
Departamentales,Sears,,0,Inv U,Hogar,H2O MOP,H2O MOP X5,830809002529,H2O MOP X5, - 
Departamentales,Sears,,42844922,Inv U,Cocina,FLAVOR STONE,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE),830809003878,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE), 428 
Departamentales,Sears,,37838074,Inv U,Cocina,FLAVOR STONE,FLAVOR STONE GRANDE SYSTEM AZUL CON MANGO REMOVIBLE TAPA CON TERM,830809003007,FLAVOR STONE GRANDE SYSTEM AZUL CON MANGO REMOVIBLE TAPA CON TERM, 609 
Departamentales,Sears,,45235996,Inv U,Cocina,FLAVOR STONE,FLAVOR STONE GRANDE SYSTEM SET  RED MANGO REMOVIBLE Y TAPA CON TERMOM,830809004509,FLAVOR STONE GRANDE SYSTEM SET  RED MANGO REMOVIBLE Y TAPA CON TERMOM, 369 
Departamentales,Sears,,0,Inv U,Cocina,FLAVOR STONE,FLAVOR STONE GRANDE SYSTEM AZUL CON MANGO REMOVIBLE TAPA CON TERM,830809003007,FLAVOR STONE GRANDE SYSTEM AZUL CON MANGO REMOVIBLE TAPA CON TERM, - 
Departamentales,Sears,,0,Inv U,Cocina,FLAVOR STONE,FLAVOR STONE ROJO MANGO REMOVIBLE TAPA CON TERMOMETRO,830809004264,FLAVOR STONE ROJO MANGO REMOVIBLE TAPA CON TERMOMETRO, - 
Departamentales,Sears,,0,Inv U,Cocina,FLAVOR STONE,FlavorStone Master Set Dark,830809003885,FlavorStone Master Set Dark, - 
Departamentales,Sears,,0,Inv U,Cocina,FLAVOR STONE,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE),830809003878,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE), - 
Departamentales,Sears,,0,Inv U,Cocina,Slice-A-Roo,Slice-A-Roo,080313092671,Slice-A-Roo Blanco, - 
Departamentales,Sears,,48726183,Inv U,Hogar,H2O MOP,X5 VAC ,830809004141,X5 VAC , - 
Departamentales,Coppel,,,Desp U,Cocina,FLAVOR STONE,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE),830809003878,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE), 182 
Departamentales,Coppel,,,Desp U,Belleza,FLAWLESS LEGS,FLAWLESS LEGS,754502038893,FLAWLESS LEGS, 25 
Departamentales,Coppel,,,Desp U,Belleza,MICROTOUCH SOLO,MICROTOUCH SOLO,754502036486,MICROTOUCH SOLO, 41 
Departamentales,Coppel,,,Desp U,Cocina,FLAVOR STONE,INDIVIDUALES,830809007036,"SARTEN 28"" FLAVORSTONE ROJO", 115 
Departamentales,Coppel,,,Desp U,Cocina,Cerafit,CERAFIT FUSION,830809007395,CERAFIT FUSION, 9 
Departamentales,Coppel,,,Desp U,Belleza,FLAWLESS FINISHING TOUCH,FLAWLESS FINISHING TOUCH,754502036417,FLAWLESS FINISHING TOUCH, 731 
Departamentales,Coppel,,,Desp U,Cocina,Cerafit,Cerafit Gold Edition,4023012242110,Cerafit Gold Edition, 1 
Departamentales,Coppel,,,Desp U,Cocina,Cerafit,Cerafit Master set,787639597292,Cerafit Master set, 4 
Departamentales,Coppel,,,Desp U,Cocina,FLAVOR STONE,MASTER SET COPPER,830809006749,MASTER SET COPPER, 1 
Departamentales,Coppel,,,Desp U,Belleza,Slim n' Lift,WAIST SHAPER,787639597018,"FAJA SNL WAIST SHAPER 1pza S,M;L", - 
Departamentales,Coppel,,,Desp U,Cocina,FLAVOR STONE,INDIVIDUALES,7415873043024,"SARTEN 24"" FLAVORSTONE AZUL", 76 
Departamentales,Coppel,,,Desp U,Cocina,FLAVOR STONE,INDIVIDUALES,7415873043192,"SARTEN 28"" FLAVORSTONE AZUL", 182 
Departamentales,Coppel,,,Desp U,Belleza,Slim n' Lift,WAIST SHAPER,787639597025,FAJA SNL WAIST SHAPER SET OF 3 (BLACK/NUDE) MO - M, - 
Departamentales,Coppel,,,Desp U,Belleza,Hot N´Straigh,Hot N´Straigh,830809006312,Hot N´Straigh, 34 
Departamentales,Coppel,,,Desp U,Cocina,FLAVOR STONE,FLAVOR STONE ROJO MANGO REMOVIBLE TAPA CON TERMOMETRO,830809004264,FLAVOR STONE ROJO MANGO REMOVIBLE TAPA CON TERMOMETRO, 143 
Departamentales,Coppel,,,Desp U,Cocina,FLAVOR STONE,FlavorStone Set de Sartenes de 20 y 28 CM,0830809003052, FlavorStone Set de Sartenes de 20 y 28 CM , - 
Departamentales,Coppel,,,Desp U,Cocina,FLAVOR STONE,JUEGO DE CUCHILLOS FLAVORSTONE AZUL CON BASE DE MADERA,0830809003694,JUEGO DE CUCHILLOS FLAVORSTONE AZUL CON BASE DE MADERA, - 
Departamentales,Coppel,,,Desp U,Cocina,FLAVOR STONE,FLAVOR STONE GRANDE SYSTEM AZUL CON MANGO REMOVIBLE TAPA CON TERM,830809003007,FLAVOR STONE GRANDE SYSTEM AZUL CON MANGO REMOVIBLE TAPA CON TERM, 17 
Departamentales,Coppel,,,Desp U,Cocina,Wolfgang Puck,Wolfgang Puck,848280001887,Wolfgang Puck Pressure Oven, - 
Departamentales,Coppel,,,Desp $,Cocina,FLAVOR STONE,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE),830809003878,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE)," 312,919 "
Departamentales,Coppel,,,Desp $,Belleza,FLAWLESS LEGS,FLAWLESS LEGS,754502038893,FLAWLESS LEGS," 23,671 "
Departamentales,Coppel,,,Desp $,Belleza,MICROTOUCH SOLO,MICROTOUCH SOLO,754502036486,MICROTOUCH SOLO," 20,377 "
Departamentales,Coppel,,,Desp $,Cocina,FLAVOR STONE,INDIVIDUALES,830809007036,"SARTEN 28"" FLAVORSTONE ROJO"," 79,056 "
Departamentales,Coppel,,,Desp $,Cocina,Cerafit,CERAFIT FUSION,830809007395,CERAFIT FUSION," 15,124 "
Departamentales,Coppel,,,Desp $,Belleza,FLAWLESS FINISHING TOUCH,FLAWLESS FINISHING TOUCH,754502036417,FLAWLESS FINISHING TOUCH," 292,035 "
Departamentales,Coppel,,,Desp $,Cocina,Cerafit,Cerafit Gold Edition,4023012242110,Cerafit Gold Edition," 1,494 "
Departamentales,Coppel,,,Desp $,Cocina,Cerafit,Cerafit Master set,787639597292,Cerafit Master set," 6,974 "
Departamentales,Coppel,,,Desp $,Cocina,FLAVOR STONE,MASTER SET COPPER,830809006749,MASTER SET COPPER," 1,719 "
Departamentales,Coppel,,,Desp $,Belleza,Slim n' Lift,WAIST SHAPER,787639597018,"FAJA SNL WAIST SHAPER 1pza S,M;L", - 
Departamentales,Coppel,,,Desp $,Cocina,FLAVOR STONE,INDIVIDUALES,7415873043024,"SARTEN 24"" FLAVORSTONE AZUL"," 47,462 "
Departamentales,Coppel,,,Desp $,Cocina,FLAVOR STONE,INDIVIDUALES,7415873043192,"SARTEN 28"" FLAVORSTONE AZUL"," 125,114 "
Departamentales,Coppel,,,Desp $,Belleza,Slim n' Lift,WAIST SHAPER,787639597025,FAJA SNL WAIST SHAPER SET OF 3 (BLACK/NUDE) MO - M, - 
Departamentales,Coppel,,,Desp $,Belleza,Hot N´Straigh,Hot N´Straigh,830809006312,Hot N´Straigh," 25,044 "
Departamentales,Coppel,,,Desp $,Cocina,FLAVOR STONE,FLAVOR STONE ROJO MANGO REMOVIBLE TAPA CON TERMOMETRO,830809004264,FLAVOR STONE ROJO MANGO REMOVIBLE TAPA CON TERMOMETRO," 245,865 "
Departamentales,Coppel,,,Desp $,Cocina,FLAVOR STONE,FlavorStone Set de Sartenes de 20 y 28 CM,0830809003052,FlavorStone Set de Sartenes de 20 y 28 CM, - 
Departamentales,Coppel,,,Desp $,Cocina,FLAVOR STONE,JUEGO DE CUCHILLOS FLAVORSTONE AZUL CON BASE DE MADERA,0830809003694,JUEGO DE CUCHILLOS FLAVORSTONE AZUL CON BASE DE MADERA, - 
Departamentales,Coppel,,,Desp $,Cocina,FLAVOR STONE,FLAVOR STONE GRANDE SYSTEM AZUL CON MANGO REMOVIBLE TAPA CON TERM,830809003007,FLAVOR STONE GRANDE SYSTEM AZUL CON MANGO REMOVIBLE TAPA CON TERM," 38,250 "
Departamentales,Coppel,,,Desp $,Cocina,Wolfgang Puck,Wolfgang Puck,848280001887,Wolfgang Puck Pressure Oven, - 
Departamentales,Coppel,,,Inv U,Cocina,FLAVOR STONE,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE),830809003878,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE)," 3,530 "
Departamentales,Coppel,,,Inv U,Belleza,FLAWLESS LEGS,FLAWLESS LEGS,754502038893,FLAWLESS LEGS," 1,606 "
Departamentales,Coppel,,,Inv U,Belleza,MICROTOUCH SOLO,MICROTOUCH SOLO,754502036486,MICROTOUCH SOLO, 352 
Departamentales,Coppel,,,Inv U,Cocina,FLAVOR STONE,INDIVIDUALES,830809007036,"SARTEN 28"" FLAVORSTONE ROJO"," 1,986 "
Departamentales,Coppel,,,Inv U,Cocina,Cerafit,CERAFIT FUSION,830809007395,CERAFIT FUSION, 315 
Departamentales,Coppel,,,Inv U,Belleza,FLAWLESS FINISHING TOUCH,FLAWLESS FINISHING TOUCH,754502036417,FLAWLESS FINISHING TOUCH," 2,995 "
Departamentales,Coppel,,,Inv U,Cocina,Cerafit,Cerafit Gold Edition,4023012242110,Cerafit Gold Edition, 62 
Departamentales,Coppel,,,Inv U,Cocina,Cerafit,Cerafit Master set,787639597292,Cerafit Master set, 32 
Departamentales,Coppel,,,Inv U,Cocina,FLAVOR STONE,MASTER SET COPPER,830809006749,MASTER SET COPPER, 98 
Departamentales,Coppel,,,Inv U,Belleza,Slim n' Lift,WAIST SHAPER,787639597018,"FAJA SNL WAIST SHAPER 1pza S,M;L"," 1,150 "
Departamentales,Coppel,,,Inv U,Cocina,FLAVOR STONE,INDIVIDUALES,7415873043024,"SARTEN 24"" FLAVORSTONE AZUL"," 2,100 "
Departamentales,Coppel,,,Inv U,Cocina,FLAVOR STONE,INDIVIDUALES,7415873043192,"SARTEN 28"" FLAVORSTONE AZUL"," 1,597 "
Departamentales,Coppel,,,Inv U,Belleza,Slim n' Lift,WAIST SHAPER,787639597025,FAJA SNL WAIST SHAPER SET OF 3 (BLACK/NUDE) MO - M, 298 
Departamentales,Coppel,,,Inv U,Belleza,Hot N´Straigh,Hot N´Straigh,830809006312,Hot N´Straigh, 610 
Departamentales,Coppel,,,Inv U,Cocina,FLAVOR STONE,FLAVOR STONE ROJO MANGO REMOVIBLE TAPA CON TERMOMETRO,830809004264,FLAVOR STONE ROJO MANGO REMOVIBLE TAPA CON TERMOMETRO," 2,771 "
Departamentales,Coppel,,,Inv U,Cocina,FLAVOR STONE,FlavorStone Set de Sartenes de 20 y 28 CM,0830809003052,FlavorStone Set de Sartenes de 20 y 28 CM, - 
Departamentales,Coppel,,,Inv U,Cocina,FLAVOR STONE,JUEGO DE CUCHILLOS FLAVORSTONE AZUL CON BASE DE MADERA,0830809003694,JUEGO DE CUCHILLOS FLAVORSTONE AZUL CON BASE DE MADERA, - 
Departamentales,Coppel,,,Inv U,Cocina,FLAVOR STONE,FLAVOR STONE GRANDE SYSTEM AZUL CON MANGO REMOVIBLE TAPA CON TERM,830809003007,FLAVOR STONE GRANDE SYSTEM AZUL CON MANGO REMOVIBLE TAPA CON TERM, 379 
Departamentales,Coppel,,,Inv U,Cocina,Wolfgang Puck,Wolfgang Puck,848280001887,Wolfgang Puck Pressure Oven, - 
Autoservicio / Clubes,Walmart.com,,,Desp U,Cocina,FLAVOR STONE,INDIVIDUALES,787639597063,SARTEN PROFUNDO DE 16 CM , - 
Autoservicio / Clubes,Walmart.com,,,Desp U,Cocina,H2O MOP,SET PAÑOS H20,787639597285,SET PAÑOS H20, - 
Autoservicio / Clubes,Walmart.com,,,Desp U,Cocina,FLAVOR STONE,CUCHILLOS FLAVORSTONE DELUXE,830809007005,CUCHILLOS FLAVORSTONE DELUXE, - 
Autoservicio / Clubes,Walmart.com,,,Desp U,Cocina,FLAVOR STONE,FAMILY SET AZUL FLAVORSTONE,830809007111,FAMILY SET AZUL FLAVORSTONE, - 
Autoservicio / Clubes,Walmart.com,,,Desp U,Cocina,GOTHAM,GOTHAM STEEEL SET 10pzs,830809007418,GOTHAM STEEEL SET 10pzs, - 
Autoservicio / Clubes,Walmart.com,,,Desp U,Cocina,FLAVOR STONE,GRANDE SYSTEM COOPER,787639597360,GRANDE SYSTEM COOPER, - 
Autoservicio / Clubes,Walmart.com,,,Desp U,Cocina,FLAVOR STONE,INDIVIDUALES,787639597353,SARTEN INDIVIDUAL COPPER 20cm, - 
Autoservicio / Clubes,Walmart.com,,,Desp U,Cocina,FLAVOR STONE,INDIVIDUALES,787639597346,SARTEN INDIVIDUAL COPPER 24cm, - 
Autoservicio / Clubes,Walmart.com,,,Desp U,Cocina,FLAVOR STONE,INDIVIDUALES,787639597339,SARTEN INDIVIDUAL COPPER 28cm, - 
Autoservicio / Clubes,Walmart.com,,,Desp U,Cocina,FLAVOR STONE,INDIVIDUALES,787639597322,SARTEN GRILL COPPER, - 
Autoservicio / Clubes,Walmart.com,,,Desp U,Cocina,FLAVOR STONE,BATERIA FLAVORSTONE GRANDE SYSTEM ROSA,830809007456,BATERIA FLAVORSTONE GRANDE SYSTEM ROSA, - 
Autoservicio / Clubes,Walmart.com,,,Desp U,Cocina,salad chef,Salad Chef,787639597315,Salad Chef, - 
Autoservicio / Clubes,Walmart.com,,,Desp U,Cocina,GOTHAM,SARTEN GOTHAM STEEL 24cm,80313099519,SARTEN GOTHAM STEEL 24cm, - 
Autoservicio / Clubes,Walmart.com,,,Desp U,Cocina,GOTHAM,SARTEN GOTHAM STEEL 28cm,80313099496,SARTEN GOTHAM STEEL 28cm, - 
Autoservicio / Clubes,Walmart.com,,,Desp U,Cocina,GOTHAM,SARTEN GOTHAM STEEL 32cm,80313099502,SARTEN GOTHAM STEEL 32cm, - 
Autoservicio / Clubes,Walmart.com,,,Desp U,Cocina,Nicer dicer,Nicer dicer cube,402301233899,Nicer dicer cube, - 
Autoservicio / Clubes,Walmart.com,,,Desp U,Cocina,FLAVOR STONE,INDIVIDUALES,7415873042966,"SARTEN 20"" FLAVORSTONE AZUL", - 
